Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:,PHA Direct In
High Voltage:,0
Conversion Gain:,4096
Coarse Gain:,1
Fine Gain:,1.00
Upper Discriminator:,1463
Lower Discriminator:,24
Calibration Coefficients:,5.927510917030986,0.3478165938864628
Calibration Channels:,3356,3814
Calibration Energies:,1173.2,1332.5
Elapsed Real Time:,1800.47
Elapsed Live Time:,1799.01
Start Time:,December 04, 2018, 10:17:06
End Time:,December 04, 2018, 10:47:06
ROIs:
ROI:,Low,High,Gross,Net,FWHM,Centroid


Channel Data:
Channel,Energy,Counts
0,5.927510917030986,0
1,6.275327510917449,0
2,6.623144104803911,0
3,6.970960698690375,0
4,7.318777292576837,0
5,7.6665938864633,0
6,8.014410480349763,0
7,8.362227074236227,0
8,8.710043668122688,0
9,9.05786026200915,0
10,9.405676855895614,0
11,9.753493449782077,0
12,10.10131004366854,0
13,10.449126637555002,0
14,10.796943231441466,0
15,11.144759825327927,0
16,11.49257641921439,0
17,11.840393013100854,0
18,12.188209606987316,0
19,12.53602620087378,0
20,12.883842794760241,0
21,13.231659388646705,0
22,13.579475982533168,0
23,13.927292576419632,0
24,14.275109170306093,0
25,14.622925764192557,0
26,14.970742358079018,0
27,15.318558951965482,0
28,15.666375545851945,0
29,16.014192139738405,0
30,16.36200873362487,0
31,16.709825327511332,0
32,17.057641921397796,0
33,17.40545851528426,0
34,17.753275109170723,0
35,18.101091703057186,0
36,18.448908296943646,0
37,18.79672489083011,0
38,19.144541484716573,0
39,19.492358078603033,0
40,19.840174672489496,0
41,20.18799126637596,0
42,20.535807860262423,0
43,20.883624454148887,0
44,21.23144104803535,0
45,21.579257641921814,0
46,21.927074235808277,0
47,22.274890829694737,0
48,22.6227074235812,0
49,22.970524017467664,0
50,23.318340611354127,0
51,23.666157205240587,0
52,24.01397379912705,0
53,24.361790393013514,0
54,24.709606986899978,0
55,25.05742358078644,0
56,25.405240174672905,0
57,25.753056768559365,0
58,26.100873362445828,0
59,26.44868995633229,0
60,26.796506550218755,0
61,27.14432314410522,0
62,27.49213973799168,0
63,27.839956331878142,0
64,28.187772925764605,0
65,28.53558951965107,0
66,28.883406113537532,0
67,29.231222707423992,0
68,29.579039301310456,0
69,29.92685589519692,0
70,30.274672489083382,0
71,30.622489082969846,0
72,30.970305676856306,0
73,31.31812227074277,0
74,31.665938864629233,10
75,32.013755458515696,17
76,32.36157205240216,29
77,32.70938864628862,42
78,33.05720524017508,39
79,33.40502183406154,48
80,33.75283842794801,41
81,34.10065502183447,64
82,34.44847161572093,47
83,34.7962882096074,54
84,35.14410480349386,70
85,35.491921397380324,76
86,35.83973799126679,76
87,36.18755458515325,93
88,36.535371179039714,86
89,36.88318777292618,97
90,37.23100436681264,100
91,37.578820960699105,91
92,37.92663755458557,105
93,38.274454148472024,121
94,38.62227074235849,120
95,38.97008733624495,125
96,39.317903930131415,135
97,39.66572052401788,141
98,40.01353711790434,130
99,40.361353711790805,138
100,40.70917030567727,147
101,41.05698689956373,162
102,41.40480349345019,152
103,41.75262008733665,140
104,42.100436681223115,147
105,42.44825327510958,118
106,42.79606986899604,99
107,43.143886462882506,89
108,43.49170305676897,98
109,43.83951965065543,89
110,44.187336244541896,60
111,44.53515283842836,84
112,44.88296943231482,63
113,45.23078602620128,89
114,45.57860262008774,76
115,45.92641921397421,73
116,46.27423580786067,64
117,46.62205240174713,75
118,46.9698689956336,72
119,47.31768558952006,65
120,47.665502183406524,76
121,48.01331877729299,83
122,48.36113537117945,76
123,48.70895196506591,62
124,49.05676855895237,71
125,49.404585152838834,100
126,49.7524017467253,59
127,50.10021834061176,74
128,50.448034934498224,86
129,50.79585152838469,86
130,51.14366812227115,92
131,51.491484716157615,84
132,51.83930131004408,89
133,52.18711790393054,82
134,52.534934497817,94
135,52.88275109170346,72
136,53.230567685589925,97
137,53.57838427947639,85
138,53.92620087336285,93
139,54.274017467249315,81
140,54.62183406113578,70
141,54.96965065502224,95
142,55.317467248908706,102
143,55.66528384279517,100
144,56.013100436681626,103
145,56.36091703056809,89
146,56.70873362445455,103
147,57.056550218341016,95
148,57.40436681222748,94
149,57.75218340611394,85
150,58.100000000000406,103
151,58.44781659388687,115
152,58.79563318777333,124
153,59.1434497816598,90
154,59.49126637554626,97
155,59.83908296943272,109
156,60.18689956331918,121
157,60.534716157205644,124
158,60.88253275109211,123
159,61.23034934497857,95
160,61.578165938865034,118
161,61.9259825327515,118
162,62.27379912663796,97
163,62.621615720524424,104
164,62.96943231441089,106
165,63.31724890829735,116
166,63.66506550218381,96
167,64.01288209607027,95
168,64.36069868995673,117
169,64.7085152838432,131
170,65.05633187772966,110
171,65.40414847161612,110
172,65.75196506550259,106
173,66.09978165938905,101
174,66.44759825327552,123
175,66.79541484716198,120
176,67.14323144104844,105
177,67.49104803493489,135
178,67.83886462882137,129
179,68.18668122270782,141
180,68.5344978165943,126
181,68.88231441048075,122
182,69.23013100436722,122
183,69.57794759825367,138
184,69.92576419214015,133
185,70.2735807860266,129
186,70.62139737991306,131
187,70.96921397379953,120
188,71.31703056768599,137
189,71.66484716157245,120
190,72.01266375545892,147
191,72.36048034934538,138
192,72.70829694323184,169
193,73.0561135371183,142
194,73.40393013100477,112
195,73.75174672489123,155
196,74.0995633187777,135
197,74.44737991266416,165
198,74.79519650655062,158
199,75.14301310043709,156
200,75.49082969432355,154
201,75.83864628821001,146
202,76.18646288209648,150
203,76.53427947598293,149
204,76.88209606986939,151
205,77.22991266375585,133
206,77.57772925764232,147
207,77.92554585152878,155
208,78.27336244541524,151
209,78.62117903930171,154
210,78.96899563318817,167
211,79.31681222707464,125
212,79.6646288209611,146
213,80.01244541484756,151
214,80.36026200873403,150
215,80.70807860262049,160
216,81.05589519650695,145
217,81.40371179039342,122
218,81.75152838427988,139
219,82.09934497816634,186
220,82.4471615720528,167
221,82.79497816593927,184
222,83.14279475982573,166
223,83.4906113537122,170
224,83.83842794759866,137
225,84.18624454148511,145
226,84.53406113537157,163
227,84.88187772925804,188
228,85.2296943231445,176
229,85.57751091703096,191
230,85.92532751091743,184
231,86.27314410480389,181
232,86.62096069869035,151
233,86.96877729257682,172
234,87.31659388646328,168
235,87.66441048034974,203
236,88.01222707423621,158
237,88.36004366812267,206
238,88.70786026200913,169
239,89.0556768558956,169
240,89.40349344978206,173
241,89.75131004366852,141
242,90.09912663755499,193
243,90.44694323144145,224
244,90.79475982532792,175
245,91.14257641921438,186
246,91.49039301310083,197
247,91.83820960698729,156
248,92.18602620087375,159
249,92.53384279476022,172
250,92.88165938864668,161
251,93.22947598253315,165
252,93.57729257641961,161
253,93.92510917030607,147
254,94.27292576419254,161
255,94.620742358079,166
256,94.96855895196546,181
257,95.31637554585193,173
258,95.66419213973839,199
259,96.01200873362485,162
260,96.35982532751132,179
261,96.70764192139778,165
262,97.05545851528424,194
263,97.4032751091707,171
264,97.75109170305717,195
265,98.09890829694363,184
266,98.4467248908301,206
267,98.79454148471655,182
268,99.14235807860301,190
269,99.49017467248947,168
270,99.83799126637594,181
271,100.1858078602624,193
272,100.53362445414886,183
273,100.88144104803533,153
274,101.22925764192179,195
275,101.57707423580825,170
276,101.92489082969472,181
277,102.27270742358118,182
278,102.62052401746764,168
279,102.96834061135411,180
280,103.31615720524057,181
281,103.66397379912704,198
282,104.0117903930135,183
283,104.35960698689996,184
284,104.70742358078643,162
285,105.05524017467289,157
286,105.40305676855935,176
287,105.75087336244582,170
288,106.09868995633227,200
289,106.44650655021873,185
290,106.79432314410519,195
291,107.14213973799166,204
292,107.48995633187812,180
293,107.83777292576458,185
294,108.18558951965105,187
295,108.53340611353751,183
296,108.88122270742397,175
297,109.22903930131044,180
298,109.5768558951969,179
299,109.92467248908336,156
300,110.27248908296983,153
301,110.62030567685629,177
302,110.96812227074275,170
303,111.31593886462922,174
304,111.66375545851568,168
305,112.01157205240214,165
306,112.35938864628861,174
307,112.70720524017507,171
308,113.05502183406153,173
309,113.402838427948,204
310,113.75065502183445,164
311,114.09847161572091,177
312,114.44628820960737,159
313,114.79410480349384,167
314,115.1419213973803,160
315,115.48973799126676,172
316,115.83755458515323,179
317,116.18537117903969,176
318,116.53318777292615,179
319,116.88100436681262,176
320,117.22882096069908,178
321,117.57663755458555,166
322,117.92445414847201,174
323,118.27227074235847,208
324,118.62008733624494,197
325,118.9679039301314,183
326,119.31572052401786,154
327,119.66353711790433,164
328,120.01135371179079,159
329,120.35917030567725,174
330,120.70698689956372,201
331,121.05480349345017,180
332,121.40262008733663,143
333,121.75043668122309,202
334,122.09825327510956,159
335,122.44606986899602,170
336,122.79388646288248,174
337,123.14170305676895,170
338,123.48951965065541,171
339,123.83733624454187,171
340,124.18515283842834,158
341,124.5329694323148,167
342,124.88078602620126,173
343,125.22860262008773,163
344,125.57641921397419,170
345,125.92423580786065,156
346,126.27205240174712,162
347,126.61986899563358,189
348,126.96768558952004,168
349,127.31550218340651,188
350,127.66331877729297,165
351,128.01113537117942,179
352,128.3589519650659,183
353,128.70676855895235,177
354,129.0545851528388,172
355,129.40240174672527,177
356,129.75021834061175,173
357,130.0980349344982,149
358,130.44585152838465,179
359,130.79366812227113,165
360,131.1414847161576,155
361,131.48930131004406,163
362,131.8371179039305,146
363,132.18493449781698,162
364,132.53275109170346,171
365,132.8805676855899,180
366,133.22838427947636,126
367,133.57620087336284,160
368,133.9240174672493,140
369,134.27183406113576,158
370,134.6196506550222,181
371,134.9674672489087,153
372,135.31528384279514,168
373,135.66310043668162,153
374,136.01091703056807,152
375,136.35873362445454,172
376,136.706550218341,161
377,137.05436681222747,152
378,137.40218340611392,158
379,137.7500000000004,158
380,138.09781659388685,153
381,138.44563318777332,144
382,138.79344978165977,167
383,139.14126637554625,163
384,139.4890829694327,165
385,139.83689956331915,159
386,140.18471615720563,148
387,140.53253275109208,151
388,140.88034934497855,138
389,141.228165938865,158
390,141.57598253275148,131
391,141.92379912663793,128
392,142.2716157205244,158
393,142.61943231441086,143
394,142.96724890829734,129
395,143.31506550218378,146
396,143.66288209607026,138
397,144.0106986899567,141
398,144.3585152838432,132
399,144.70633187772964,146
400,145.05414847161612,141
401,145.40196506550257,169
402,145.74978165938904,131
403,146.0975982532755,139
404,146.44541484716197,144
405,146.79323144104842,156
406,147.14104803493487,126
407,147.48886462882135,142
408,147.8366812227078,124
409,148.18449781659427,160
410,148.53231441048072,155
411,148.8801310043672,153
412,149.22794759825365,137
413,149.57576419214013,142
414,149.92358078602658,135
415,150.27139737991305,132
416,150.6192139737995,122
417,150.96703056768598,165
418,151.31484716157243,131
419,151.6626637554589,139
420,152.01048034934536,157
421,152.35829694323184,126
422,152.70611353711828,137
423,153.05393013100476,124
424,153.4017467248912,127
425,153.7495633187777,149
426,154.09737991266414,146
427,154.4451965065506,139
428,154.79301310043707,133
429,155.14082969432351,118
430,155.48864628821,129
431,155.83646288209644,151
432,156.18427947598292,135
433,156.53209606986937,124
434,156.87991266375585,132
435,157.2277292576423,136
436,157.57554585152877,125
437,157.92336244541522,128
438,158.2711790393017,120
439,158.61899563318815,131
440,158.96681222707463,127
441,159.31462882096108,156
442,159.66244541484755,108
443,160.010262008734,126
444,160.35807860262048,125
445,160.70589519650693,121
446,161.0537117903934,130
447,161.40152838427986,129
448,161.74934497816633,129
449,162.09716157205278,142
450,162.44497816593923,135
451,162.7927947598257,124
452,163.14061135371216,126
453,163.48842794759864,120
454,163.8362445414851,109
455,164.18406113537156,108
456,164.531877729258,128
457,164.8796943231445,136
458,165.22751091703094,120
459,165.57532751091742,106
460,165.92314410480387,118
461,166.27096069869035,115
462,166.6187772925768,128
463,166.96659388646327,128
464,167.31441048034972,113
465,167.6622270742362,106
466,168.01004366812265,111
467,168.35786026200913,138
468,168.70567685589558,104
469,169.05349344978205,120
470,169.4013100436685,104
471,169.74912663755495,127
472,170.09694323144143,97
473,170.44475982532788,128
474,170.79257641921436,113
475,171.1403930131008,125
476,171.48820960698728,110
477,171.83602620087373,114
478,172.1838427947602,99
479,172.53165938864666,108
480,172.87947598253314,115
481,173.2272925764196,113
482,173.57510917030606,99
483,173.9229257641925,103
484,174.270742358079,94
485,174.61855895196544,106
486,174.96637554585192,119
487,175.31419213973837,108
488,175.66200873362484,110
489,176.0098253275113,93
490,176.35764192139777,105
491,176.70545851528422,105
492,177.05327510917067,106
493,177.40109170305715,91
494,177.7489082969436,113
495,178.09672489083007,96
496,178.44454148471652,81
497,178.792358078603,104
498,179.14017467248945,104
499,179.48799126637593,118
500,179.83580786026238,110
