Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:,PHA Direct In
High Voltage:,0
Conversion Gain:,4096
Coarse Gain:,1
Fine Gain:,1.00
Upper Discriminator:,1463
Lower Discriminator:,24
Calibration Coefficients:,5.927510917030986,0.3478165938864628
Calibration Channels:,3356,3814
Calibration Energies:,1173.2,1332.5
Elapsed Real Time:,1801.05
Elapsed Live Time:,1799.51
Start Time:,December 04, 2018, 09:14:49
End Time:,December 04, 2018, 09:44:51
ROIs:
ROI:,Low,High,Gross,Net,FWHM,Centroid


Channel Data:
Channel,Energy,Counts
0,5.927510917030986,0
1,6.275327510917449,0
2,6.623144104803911,0
3,6.970960698690375,0
4,7.318777292576837,0
5,7.6665938864633,0
6,8.014410480349763,0
7,8.362227074236227,0
8,8.710043668122688,0
9,9.05786026200915,0
10,9.405676855895614,0
11,9.753493449782077,0
12,10.10131004366854,0
13,10.449126637555002,0
14,10.796943231441466,0
15,11.144759825327927,0
16,11.49257641921439,0
17,11.840393013100854,0
18,12.188209606987316,0
19,12.53602620087378,0
20,12.883842794760241,0
21,13.231659388646705,0
22,13.579475982533168,0
23,13.927292576419632,0
24,14.275109170306093,0
25,14.622925764192557,0
26,14.970742358079018,0
27,15.318558951965482,0
28,15.666375545851945,0
29,16.014192139738405,0
30,16.36200873362487,0
31,16.709825327511332,0
32,17.057641921397796,0
33,17.40545851528426,0
34,17.753275109170723,0
35,18.101091703057186,0
36,18.448908296943646,0
37,18.79672489083011,0
38,19.144541484716573,0
39,19.492358078603033,0
40,19.840174672489496,0
41,20.18799126637596,0
42,20.535807860262423,0
43,20.883624454148887,0
44,21.23144104803535,0
45,21.579257641921814,0
46,21.927074235808277,0
47,22.274890829694737,0
48,22.6227074235812,0
49,22.970524017467664,0
50,23.318340611354127,0
51,23.666157205240587,0
52,24.01397379912705,0
53,24.361790393013514,0
54,24.709606986899978,0
55,25.05742358078644,0
56,25.405240174672905,0
57,25.753056768559365,0
58,26.100873362445828,0
59,26.44868995633229,0
60,26.796506550218755,0
61,27.14432314410522,0
62,27.49213973799168,0
63,27.839956331878142,0
64,28.187772925764605,0
65,28.53558951965107,0
66,28.883406113537532,0
67,29.231222707423992,0
68,29.579039301310456,0
69,29.92685589519692,0
70,30.274672489083382,0
71,30.622489082969846,0
72,30.970305676856306,0
73,31.31812227074277,1
74,31.665938864629233,1
75,32.013755458515696,7
76,32.36157205240216,14
77,32.70938864628862,32
78,33.05720524017508,54
79,33.40502183406154,57
80,33.75283842794801,63
81,34.10065502183447,69
82,34.44847161572093,79
83,34.7962882096074,90
84,35.14410480349386,68
85,35.491921397380324,80
86,35.83973799126679,97
87,36.18755458515325,98
88,36.535371179039714,113
89,36.88318777292618,113
90,37.23100436681264,116
91,37.578820960699105,133
92,37.92663755458557,118
93,38.274454148472024,143
94,38.62227074235849,155
95,38.97008733624495,138
96,39.317903930131415,151
97,39.66572052401788,153
98,40.01353711790434,131
99,40.361353711790805,142
100,40.70917030567727,128
101,41.05698689956373,120
102,41.40480349345019,104
103,41.75262008733665,106
104,42.100436681223115,91
105,42.44825327510958,89
106,42.79606986899604,94
107,43.143886462882506,83
108,43.49170305676897,80
109,43.83951965065543,85
110,44.187336244541896,78
111,44.53515283842836,67
112,44.88296943231482,75
113,45.23078602620128,93
114,45.57860262008774,80
115,45.92641921397421,83
116,46.27423580786067,71
117,46.62205240174713,74
118,46.9698689956336,87
119,47.31768558952006,70
120,47.665502183406524,83
121,48.01331877729299,85
122,48.36113537117945,77
123,48.70895196506591,76
124,49.05676855895237,87
125,49.404585152838834,76
126,49.7524017467253,88
127,50.10021834061176,80
128,50.448034934498224,75
129,50.79585152838469,79
130,51.14366812227115,110
131,51.491484716157615,90
132,51.83930131004408,90
133,52.18711790393054,96
134,52.534934497817,103
135,52.88275109170346,87
136,53.230567685589925,74
137,53.57838427947639,87
138,53.92620087336285,94
139,54.274017467249315,105
140,54.62183406113578,101
141,54.96965065502224,98
142,55.317467248908706,100
143,55.66528384279517,115
144,56.013100436681626,85
145,56.36091703056809,97
146,56.70873362445455,90
147,57.056550218341016,89
148,57.40436681222748,119
149,57.75218340611394,106
150,58.100000000000406,108
151,58.44781659388687,124
152,58.79563318777333,115
153,59.1434497816598,100
154,59.49126637554626,99
155,59.83908296943272,109
156,60.18689956331918,108
157,60.534716157205644,113
158,60.88253275109211,115
159,61.23034934497857,88
160,61.578165938865034,100
161,61.9259825327515,121
162,62.27379912663796,102
163,62.621615720524424,115
164,62.96943231441089,114
165,63.31724890829735,129
166,63.66506550218381,107
167,64.01288209607027,127
168,64.36069868995673,115
169,64.7085152838432,96
170,65.05633187772966,123
171,65.40414847161612,111
172,65.75196506550259,119
173,66.09978165938905,111
174,66.44759825327552,115
175,66.79541484716198,118
176,67.14323144104844,100
177,67.49104803493489,120
178,67.83886462882137,145
179,68.18668122270782,118
180,68.5344978165943,136
181,68.88231441048075,116
182,69.23013100436722,153
183,69.57794759825367,148
184,69.92576419214015,145
185,70.2735807860266,133
186,70.62139737991306,147
187,70.96921397379953,137
188,71.31703056768599,117
189,71.66484716157245,153
190,72.01266375545892,165
191,72.36048034934538,166
192,72.70829694323184,149
193,73.0561135371183,133
194,73.40393013100477,123
195,73.75174672489123,139
196,74.0995633187777,158
197,74.44737991266416,162
198,74.79519650655062,165
199,75.14301310043709,162
200,75.49082969432355,137
201,75.83864628821001,126
202,76.18646288209648,153
203,76.53427947598293,148
204,76.88209606986939,111
205,77.22991266375585,152
206,77.57772925764232,125
207,77.92554585152878,154
208,78.27336244541524,173
209,78.62117903930171,142
210,78.96899563318817,130
211,79.31681222707464,170
212,79.6646288209611,160
213,80.01244541484756,151
214,80.36026200873403,161
215,80.70807860262049,168
216,81.05589519650695,156
217,81.40371179039342,157
218,81.75152838427988,149
219,82.09934497816634,154
220,82.4471615720528,169
221,82.79497816593927,159
222,83.14279475982573,143
223,83.4906113537122,174
224,83.83842794759866,164
225,84.18624454148511,175
226,84.53406113537157,153
227,84.88187772925804,196
228,85.2296943231445,168
229,85.57751091703096,190
230,85.92532751091743,154
231,86.27314410480389,178
232,86.62096069869035,180
233,86.96877729257682,190
234,87.31659388646328,193
235,87.66441048034974,174
236,88.01222707423621,158
237,88.36004366812267,185
238,88.70786026200913,167
239,89.0556768558956,189
240,89.40349344978206,186
241,89.75131004366852,198
242,90.09912663755499,202
243,90.44694323144145,192
244,90.79475982532792,208
245,91.14257641921438,187
246,91.49039301310083,173
247,91.83820960698729,160
248,92.18602620087375,174
249,92.53384279476022,183
250,92.88165938864668,190
251,93.22947598253315,172
252,93.57729257641961,185
253,93.92510917030607,175
254,94.27292576419254,184
255,94.620742358079,165
256,94.96855895196546,179
257,95.31637554585193,171
258,95.66419213973839,164
259,96.01200873362485,181
260,96.35982532751132,192
261,96.70764192139778,157
262,97.05545851528424,180
263,97.4032751091707,155
264,97.75109170305717,170
265,98.09890829694363,179
266,98.4467248908301,193
267,98.79454148471655,161
268,99.14235807860301,185
269,99.49017467248947,178
270,99.83799126637594,190
271,100.1858078602624,188
272,100.53362445414886,173
273,100.88144104803533,190
274,101.22925764192179,194
275,101.57707423580825,183
276,101.92489082969472,160
277,102.27270742358118,166
278,102.62052401746764,175
279,102.96834061135411,209
280,103.31615720524057,180
281,103.66397379912704,180
282,104.0117903930135,190
283,104.35960698689996,157
284,104.70742358078643,164
285,105.05524017467289,177
286,105.40305676855935,160
287,105.75087336244582,178
288,106.09868995633227,189
289,106.44650655021873,191
290,106.79432314410519,181
291,107.14213973799166,192
292,107.48995633187812,181
293,107.83777292576458,192
294,108.18558951965105,173
295,108.53340611353751,151
296,108.88122270742397,176
297,109.22903930131044,181
298,109.5768558951969,161
299,109.92467248908336,172
300,110.27248908296983,193
301,110.62030567685629,185
302,110.96812227074275,192
303,111.31593886462922,187
304,111.66375545851568,192
305,112.01157205240214,150
306,112.35938864628861,167
307,112.70720524017507,170
308,113.05502183406153,193
309,113.402838427948,173
310,113.75065502183445,171
311,114.09847161572091,165
312,114.44628820960737,164
313,114.79410480349384,177
314,115.1419213973803,187
315,115.48973799126676,208
316,115.83755458515323,172
317,116.18537117903969,179
318,116.53318777292615,181
319,116.88100436681262,160
320,117.22882096069908,210
321,117.57663755458555,155
322,117.92445414847201,182
323,118.27227074235847,175
324,118.62008733624494,173
325,118.9679039301314,181
326,119.31572052401786,175
327,119.66353711790433,187
328,120.01135371179079,200
329,120.35917030567725,177
330,120.70698689956372,156
331,121.05480349345017,187
332,121.40262008733663,178
333,121.75043668122309,171
334,122.09825327510956,164
335,122.44606986899602,187
336,122.79388646288248,165
337,123.14170305676895,187
338,123.48951965065541,147
339,123.83733624454187,199
340,124.18515283842834,166
341,124.5329694323148,175
342,124.88078602620126,187
343,125.22860262008773,193
344,125.57641921397419,164
345,125.92423580786065,187
346,126.27205240174712,186
347,126.61986899563358,172
348,126.96768558952004,169
349,127.31550218340651,183
350,127.66331877729297,167
351,128.01113537117942,179
352,128.3589519650659,149
353,128.70676855895235,143
354,129.0545851528388,162
355,129.40240174672527,168
356,129.75021834061175,162
357,130.0980349344982,162
358,130.44585152838465,178
359,130.79366812227113,162
360,131.1414847161576,163
361,131.48930131004406,173
362,131.8371179039305,163
363,132.18493449781698,141
364,132.53275109170346,165
365,132.8805676855899,154
366,133.22838427947636,180
367,133.57620087336284,153
368,133.9240174672493,174
369,134.27183406113576,171
370,134.6196506550222,147
371,134.9674672489087,171
372,135.31528384279514,176
373,135.66310043668162,171
374,136.01091703056807,162
375,136.35873362445454,157
376,136.706550218341,156
377,137.05436681222747,156
378,137.40218340611392,178
379,137.7500000000004,172
380,138.09781659388685,171
381,138.44563318777332,159
382,138.79344978165977,160
383,139.14126637554625,148
384,139.4890829694327,155
385,139.83689956331915,132
386,140.18471615720563,149
387,140.53253275109208,164
388,140.88034934497855,136
389,141.228165938865,143
390,141.57598253275148,164
391,141.92379912663793,164
392,142.2716157205244,153
393,142.61943231441086,146
394,142.96724890829734,162
395,143.31506550218378,146
396,143.66288209607026,158
397,144.0106986899567,145
398,144.3585152838432,154
399,144.70633187772964,146
400,145.05414847161612,146
401,145.40196506550257,180
402,145.74978165938904,140
403,146.0975982532755,141
404,146.44541484716197,156
405,146.79323144104842,140
406,147.14104803493487,132
407,147.48886462882135,145
408,147.8366812227078,130
409,148.18449781659427,149
410,148.53231441048072,139
411,148.8801310043672,135
412,149.22794759825365,168
413,149.57576419214013,145
414,149.92358078602658,147
415,150.27139737991305,121
416,150.6192139737995,141
417,150.96703056768598,122
418,151.31484716157243,143
419,151.6626637554589,135
420,152.01048034934536,128
421,152.35829694323184,157
422,152.70611353711828,125
423,153.05393013100476,154
424,153.4017467248912,132
425,153.7495633187777,157
426,154.09737991266414,123
427,154.4451965065506,131
428,154.79301310043707,145
429,155.14082969432351,143
430,155.48864628821,119
431,155.83646288209644,138
432,156.18427947598292,129
433,156.53209606986937,162
434,156.87991266375585,134
435,157.2277292576423,115
436,157.57554585152877,119
437,157.92336244541522,138
438,158.2711790393017,146
439,158.61899563318815,127
440,158.96681222707463,121
441,159.31462882096108,135
442,159.66244541484755,120
443,160.010262008734,136
444,160.35807860262048,123
445,160.70589519650693,110
446,161.0537117903934,137
447,161.40152838427986,124
448,161.74934497816633,120
449,162.09716157205278,137
450,162.44497816593923,139
451,162.7927947598257,128
452,163.14061135371216,106
453,163.48842794759864,110
454,163.8362445414851,118
455,164.18406113537156,134
456,164.531877729258,141
457,164.8796943231445,137
458,165.22751091703094,120
459,165.57532751091742,127
460,165.92314410480387,122
461,166.27096069869035,119
462,166.6187772925768,123
463,166.96659388646327,113
464,167.31441048034972,142
465,167.6622270742362,115
466,168.01004366812265,113
467,168.35786026200913,105
468,168.70567685589558,118
469,169.05349344978205,121
470,169.4013100436685,114
471,169.74912663755495,106
472,170.09694323144143,106
473,170.44475982532788,112
474,170.79257641921436,113
475,171.1403930131008,106
476,171.48820960698728,91
477,171.83602620087373,115
478,172.1838427947602,107
479,172.53165938864666,115
480,172.87947598253314,116
481,173.2272925764196,97
482,173.57510917030606,105
483,173.9229257641925,129
484,174.270742358079,106
485,174.61855895196544,117
486,174.96637554585192,129
487,175.31419213973837,93
488,175.66200873362484,107
489,176.0098253275113,116
490,176.35764192139777,111
491,176.70545851528422,120
492,177.05327510917067,103
493,177.40109170305715,102
494,177.7489082969436,117
495,178.09672489083007,111
496,178.44454148471652,107
497,178.792358078603,99
498,179.14017467248945,125
499,179.48799126637593,117
500,179.83580786026238,101
