Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:,PHA Direct In
High Voltage:,0
Conversion Gain:,4096
Coarse Gain:,1
Fine Gain:,1.00
Upper Discriminator:,1463
Lower Discriminator:,24
Calibration Coefficients:,5.927510917030986,0.3478165938864628
Calibration Channels:,3356,3814
Calibration Energies:,1173.2,1332.5
Elapsed Real Time:,1799.74
Elapsed Live Time:,1798.33
Start Time:,December 04, 2018, 06:08:43
End Time:,December 04, 2018, 06:38:42
ROIs:
ROI:,Low,High,Gross,Net,FWHM,Centroid


Channel Data:
Channel,Energy,Counts
0,5.927510917030986,0
1,6.275327510917449,0
2,6.623144104803911,0
3,6.970960698690375,0
4,7.318777292576837,0
5,7.6665938864633,0
6,8.014410480349763,0
7,8.362227074236227,0
8,8.710043668122688,0
9,9.05786026200915,0
10,9.405676855895614,0
11,9.753493449782077,0
12,10.10131004366854,0
13,10.449126637555002,0
14,10.796943231441466,0
15,11.144759825327927,0
16,11.49257641921439,0
17,11.840393013100854,0
18,12.188209606987316,0
19,12.53602620087378,0
20,12.883842794760241,0
21,13.231659388646705,0
22,13.579475982533168,0
23,13.927292576419632,0
24,14.275109170306093,0
25,14.622925764192557,0
26,14.970742358079018,0
27,15.318558951965482,0
28,15.666375545851945,0
29,16.014192139738405,0
30,16.36200873362487,0
31,16.709825327511332,0
32,17.057641921397796,0
33,17.40545851528426,0
34,17.753275109170723,0
35,18.101091703057186,0
36,18.448908296943646,0
37,18.79672489083011,0
38,19.144541484716573,0
39,19.492358078603033,0
40,19.840174672489496,0
41,20.18799126637596,0
42,20.535807860262423,0
43,20.883624454148887,0
44,21.23144104803535,0
45,21.579257641921814,0
46,21.927074235808277,0
47,22.274890829694737,0
48,22.6227074235812,0
49,22.970524017467664,0
50,23.318340611354127,0
51,23.666157205240587,0
52,24.01397379912705,0
53,24.361790393013514,0
54,24.709606986899978,0
55,25.05742358078644,0
56,25.405240174672905,0
57,25.753056768559365,0
58,26.100873362445828,0
59,26.44868995633229,0
60,26.796506550218755,0
61,27.14432314410522,0
62,27.49213973799168,0
63,27.839956331878142,0
64,28.187772925764605,0
65,28.53558951965107,0
66,28.883406113537532,0
67,29.231222707423992,0
68,29.579039301310456,0
69,29.92685589519692,0
70,30.274672489083382,0
71,30.622489082969846,0
72,30.970305676856306,0
73,31.31812227074277,0
74,31.665938864629233,0
75,32.013755458515696,2
76,32.36157205240216,6
77,32.70938864628862,22
78,33.05720524017508,58
79,33.40502183406154,83
80,33.75283842794801,75
81,34.10065502183447,68
82,34.44847161572093,92
83,34.7962882096074,73
84,35.14410480349386,99
85,35.491921397380324,103
86,35.83973799126679,106
87,36.18755458515325,93
88,36.535371179039714,119
89,36.88318777292618,110
90,37.23100436681264,118
91,37.578820960699105,117
92,37.92663755458557,133
93,38.274454148472024,135
94,38.62227074235849,143
95,38.97008733624495,119
96,39.317903930131415,131
97,39.66572052401788,122
98,40.01353711790434,141
99,40.361353711790805,117
100,40.70917030567727,121
101,41.05698689956373,108
102,41.40480349345019,106
103,41.75262008733665,98
104,42.100436681223115,75
105,42.44825327510958,83
106,42.79606986899604,67
107,43.143886462882506,81
108,43.49170305676897,70
109,43.83951965065543,85
110,44.187336244541896,66
111,44.53515283842836,71
112,44.88296943231482,80
113,45.23078602620128,56
114,45.57860262008774,69
115,45.92641921397421,51
116,46.27423580786067,70
117,46.62205240174713,60
118,46.9698689956336,62
119,47.31768558952006,76
120,47.665502183406524,67
121,48.01331877729299,62
122,48.36113537117945,65
123,48.70895196506591,54
124,49.05676855895237,81
125,49.404585152838834,80
126,49.7524017467253,61
127,50.10021834061176,73
128,50.448034934498224,70
129,50.79585152838469,87
130,51.14366812227115,79
131,51.491484716157615,61
132,51.83930131004408,79
133,52.18711790393054,88
134,52.534934497817,84
135,52.88275109170346,96
136,53.230567685589925,93
137,53.57838427947639,88
138,53.92620087336285,90
139,54.274017467249315,90
140,54.62183406113578,97
141,54.96965065502224,78
142,55.317467248908706,104
143,55.66528384279517,86
144,56.013100436681626,83
145,56.36091703056809,80
146,56.70873362445455,77
147,57.056550218341016,83
148,57.40436681222748,81
149,57.75218340611394,107
150,58.100000000000406,94
151,58.44781659388687,98
152,58.79563318777333,87
153,59.1434497816598,108
154,59.49126637554626,82
155,59.83908296943272,103
156,60.18689956331918,103
157,60.534716157205644,97
158,60.88253275109211,89
159,61.23034934497857,102
160,61.578165938865034,84
161,61.9259825327515,95
162,62.27379912663796,98
163,62.621615720524424,101
164,62.96943231441089,110
165,63.31724890829735,94
166,63.66506550218381,102
167,64.01288209607027,84
168,64.36069868995673,113
169,64.7085152838432,107
170,65.05633187772966,105
171,65.40414847161612,107
172,65.75196506550259,96
173,66.09978165938905,103
174,66.44759825327552,109
175,66.79541484716198,114
176,67.14323144104844,104
177,67.49104803493489,100
178,67.83886462882137,96
179,68.18668122270782,97
180,68.5344978165943,105
181,68.88231441048075,105
182,69.23013100436722,119
183,69.57794759825367,117
184,69.92576419214015,110
185,70.2735807860266,134
186,70.62139737991306,112
187,70.96921397379953,111
188,71.31703056768599,122
189,71.66484716157245,122
190,72.01266375545892,141
191,72.36048034934538,137
192,72.70829694323184,187
193,73.0561135371183,149
194,73.40393013100477,136
195,73.75174672489123,126
196,74.0995633187777,136
197,74.44737991266416,119
198,74.79519650655062,132
199,75.14301310043709,150
200,75.49082969432355,134
201,75.83864628821001,124
202,76.18646288209648,118
203,76.53427947598293,131
204,76.88209606986939,154
205,77.22991266375585,113
206,77.57772925764232,130
207,77.92554585152878,124
208,78.27336244541524,125
209,78.62117903930171,120
210,78.96899563318817,136
211,79.31681222707464,132
212,79.6646288209611,141
213,80.01244541484756,132
214,80.36026200873403,164
215,80.70807860262049,101
216,81.05589519650695,130
217,81.40371179039342,148
218,81.75152838427988,132
219,82.09934497816634,148
220,82.4471615720528,168
221,82.79497816593927,161
222,83.14279475982573,147
223,83.4906113537122,138
224,83.83842794759866,147
225,84.18624454148511,149
226,84.53406113537157,141
227,84.88187772925804,154
228,85.2296943231445,149
229,85.57751091703096,166
230,85.92532751091743,139
231,86.27314410480389,132
232,86.62096069869035,130
233,86.96877729257682,146
234,87.31659388646328,150
235,87.66441048034974,138
236,88.01222707423621,172
237,88.36004366812267,142
238,88.70786026200913,141
239,89.0556768558956,156
240,89.40349344978206,154
241,89.75131004366852,167
242,90.09912663755499,161
243,90.44694323144145,156
244,90.79475982532792,171
245,91.14257641921438,165
246,91.49039301310083,169
247,91.83820960698729,160
248,92.18602620087375,128
249,92.53384279476022,165
250,92.88165938864668,130
251,93.22947598253315,155
252,93.57729257641961,151
253,93.92510917030607,179
254,94.27292576419254,126
255,94.620742358079,132
256,94.96855895196546,147
257,95.31637554585193,139
258,95.66419213973839,141
259,96.01200873362485,152
260,96.35982532751132,139
261,96.70764192139778,169
262,97.05545851528424,158
263,97.4032751091707,163
264,97.75109170305717,169
265,98.09890829694363,131
266,98.4467248908301,181
267,98.79454148471655,170
268,99.14235807860301,148
269,99.49017467248947,147
270,99.83799126637594,142
271,100.1858078602624,140
272,100.53362445414886,151
273,100.88144104803533,142
274,101.22925764192179,161
275,101.57707423580825,117
276,101.92489082969472,161
277,102.27270742358118,120
278,102.62052401746764,172
279,102.96834061135411,179
280,103.31615720524057,157
281,103.66397379912704,148
282,104.0117903930135,160
283,104.35960698689996,148
284,104.70742358078643,179
285,105.05524017467289,165
286,105.40305676855935,157
287,105.75087336244582,151
288,106.09868995633227,154
289,106.44650655021873,155
290,106.79432314410519,164
291,107.14213973799166,154
292,107.48995633187812,173
293,107.83777292576458,135
294,108.18558951965105,147
295,108.53340611353751,126
296,108.88122270742397,171
297,109.22903930131044,123
298,109.5768558951969,164
299,109.92467248908336,153
300,110.27248908296983,164
301,110.62030567685629,175
302,110.96812227074275,173
303,111.31593886462922,156
304,111.66375545851568,152
305,112.01157205240214,158
306,112.35938864628861,153
307,112.70720524017507,161
308,113.05502183406153,163
309,113.402838427948,147
310,113.75065502183445,147
311,114.09847161572091,138
312,114.44628820960737,175
313,114.79410480349384,156
314,115.1419213973803,150
315,115.48973799126676,153
316,115.83755458515323,128
317,116.18537117903969,145
318,116.53318777292615,145
319,116.88100436681262,141
320,117.22882096069908,144
321,117.57663755458555,159
322,117.92445414847201,163
323,118.27227074235847,146
324,118.62008733624494,154
325,118.9679039301314,138
326,119.31572052401786,159
327,119.66353711790433,158
328,120.01135371179079,158
329,120.35917030567725,157
330,120.70698689956372,163
331,121.05480349345017,182
332,121.40262008733663,139
333,121.75043668122309,151
334,122.09825327510956,149
335,122.44606986899602,153
336,122.79388646288248,162
337,123.14170305676895,147
338,123.48951965065541,146
339,123.83733624454187,173
340,124.18515283842834,154
341,124.5329694323148,164
342,124.88078602620126,162
343,125.22860262008773,146
344,125.57641921397419,145
345,125.92423580786065,148
346,126.27205240174712,174
347,126.61986899563358,146
348,126.96768558952004,149
349,127.31550218340651,145
350,127.66331877729297,143
351,128.01113537117942,122
352,128.3589519650659,170
353,128.70676855895235,159
354,129.0545851528388,162
355,129.40240174672527,144
356,129.75021834061175,157
357,130.0980349344982,150
358,130.44585152838465,154
359,130.79366812227113,114
360,131.1414847161576,140
361,131.48930131004406,126
362,131.8371179039305,162
363,132.18493449781698,132
364,132.53275109170346,157
365,132.8805676855899,136
366,133.22838427947636,146
367,133.57620087336284,144
368,133.9240174672493,147
369,134.27183406113576,126
370,134.6196506550222,146
371,134.9674672489087,151
372,135.31528384279514,141
373,135.66310043668162,118
374,136.01091703056807,145
375,136.35873362445454,134
376,136.706550218341,141
377,137.05436681222747,125
378,137.40218340611392,130
379,137.7500000000004,135
380,138.09781659388685,123
381,138.44563318777332,116
382,138.79344978165977,128
383,139.14126637554625,138
384,139.4890829694327,130
385,139.83689956331915,128
386,140.18471615720563,102
387,140.53253275109208,143
388,140.88034934497855,115
389,141.228165938865,148
390,141.57598253275148,136
391,141.92379912663793,129
392,142.2716157205244,145
393,142.61943231441086,120
394,142.96724890829734,133
395,143.31506550218378,138
396,143.66288209607026,122
397,144.0106986899567,125
398,144.3585152838432,129
399,144.70633187772964,132
400,145.05414847161612,149
401,145.40196506550257,113
402,145.74978165938904,127
403,146.0975982532755,134
404,146.44541484716197,122
405,146.79323144104842,124
406,147.14104803493487,99
407,147.48886462882135,137
408,147.8366812227078,122
409,148.18449781659427,145
410,148.53231441048072,107
411,148.8801310043672,138
412,149.22794759825365,105
413,149.57576419214013,116
414,149.92358078602658,137
415,150.27139737991305,135
416,150.6192139737995,147
417,150.96703056768598,119
418,151.31484716157243,111
419,151.6626637554589,116
420,152.01048034934536,114
421,152.35829694323184,131
422,152.70611353711828,120
423,153.05393013100476,140
424,153.4017467248912,114
425,153.7495633187777,105
426,154.09737991266414,116
427,154.4451965065506,112
428,154.79301310043707,118
429,155.14082969432351,99
430,155.48864628821,113
431,155.83646288209644,110
432,156.18427947598292,128
433,156.53209606986937,118
434,156.87991266375585,104
435,157.2277292576423,108
436,157.57554585152877,113
437,157.92336244541522,117
438,158.2711790393017,111
439,158.61899563318815,107
440,158.96681222707463,115
441,159.31462882096108,90
442,159.66244541484755,105
443,160.010262008734,107
444,160.35807860262048,99
445,160.70589519650693,128
446,161.0537117903934,104
447,161.40152838427986,100
448,161.74934497816633,120
449,162.09716157205278,119
450,162.44497816593923,101
451,162.7927947598257,109
452,163.14061135371216,122
453,163.48842794759864,100
454,163.8362445414851,95
455,164.18406113537156,119
456,164.531877729258,96
457,164.8796943231445,112
458,165.22751091703094,104
459,165.57532751091742,120
460,165.92314410480387,102
461,166.27096069869035,105
462,166.6187772925768,88
463,166.96659388646327,111
464,167.31441048034972,102
465,167.6622270742362,100
466,168.01004366812265,100
467,168.35786026200913,85
468,168.70567685589558,104
469,169.05349344978205,109
470,169.4013100436685,100
471,169.74912663755495,103
472,170.09694323144143,94
473,170.44475982532788,101
474,170.79257641921436,91
475,171.1403930131008,90
476,171.48820960698728,117
477,171.83602620087373,84
478,172.1838427947602,116
479,172.53165938864666,112
480,172.87947598253314,104
481,173.2272925764196,95
482,173.57510917030606,88
483,173.9229257641925,94
484,174.270742358079,90
485,174.61855895196544,107
486,174.96637554585192,102
487,175.31419213973837,96
488,175.66200873362484,96
489,176.0098253275113,107
490,176.35764192139777,99
491,176.70545851528422,100
492,177.05327510917067,77
493,177.40109170305715,99
494,177.7489082969436,97
495,178.09672489083007,104
496,178.44454148471652,93
497,178.792358078603,109
498,179.14017467248945,95
499,179.48799126637593,90
500,179.83580786026238,87
